version,value,5.3.0
initialization_ram,units,kB
initialization_ram,value,14268 
loading_input_data_ram,units,kB
loading_input_data_ram,value,14268 
building_spatial_data_structure_ram,units,kB
building_spatial_data_structure_ram,value,14268 
walk_on_spheres_ram,units,kB
walk_on_spheres_ram,value,15744 
interior_samples_ram,units,kB
interior_samples_ram,value,15748 
input_file,value,/home/dcj/projects/zeno-release/cpp/zeno-cli/src/SelfTests/Input/cube_1.bod
num_nodes,value,1
num_threads,value,8
random_number_seed,value,0
num_walks_requested,value,10000
num_interior_samples_requested,value,10000
max_error_capacitance_requested,units,%
max_error_capacitance_requested,value,1.000000e+00
max_error_mean_polarizability_requested,units,%
max_error_mean_polarizability_requested,value,1.000000e+00
max_error_volume_requested,units,%
max_error_volume_requested,value,1.000000e+00
skin_thickness,value,8.660254e-07
launch_center[0],value,5.000000e-01
launch_center[1],value,5.000000e-01
launch_center[2],value,5.000000e-01
launch_radius,value,8.660271e-01
length_scale,units,L
length_scale,value,1.000000e+00
num_walks_performed,units,1
num_walks_performed,value,10000
num_interior_samples_performed,units,1
num_interior_samples_performed,value,10000
capacitance,units,L
capacitance,value,6.567084e-01
capacitance,std_dev,3.708186e-03
electric_polarizability[0][0],units,L^3
electric_polarizability[0][0],value,3.756405e+00
electric_polarizability[0][0],std_dev,9.308493e-02
electric_polarizability[0][1],units,L^3
electric_polarizability[0][1],value,6.205491e-02
electric_polarizability[0][1],std_dev,6.841691e-02
electric_polarizability[0][2],units,L^3
electric_polarizability[0][2],value,-1.720841e-02
electric_polarizability[0][2],std_dev,6.809294e-02
electric_polarizability[1][0],units,L^3
electric_polarizability[1][0],value,6.205491e-02
electric_polarizability[1][0],std_dev,6.841691e-02
electric_polarizability[1][1],units,L^3
electric_polarizability[1][1],value,3.520096e+00
electric_polarizability[1][1],std_dev,9.344757e-02
electric_polarizability[1][2],units,L^3
electric_polarizability[1][2],value,-1.694699e-02
electric_polarizability[1][2],std_dev,6.804798e-02
electric_polarizability[2][0],units,L^3
electric_polarizability[2][0],value,-1.720841e-02
electric_polarizability[2][0],std_dev,6.809294e-02
electric_polarizability[2][1],units,L^3
electric_polarizability[2][1],value,-1.694699e-02
electric_polarizability[2][1],std_dev,6.804798e-02
electric_polarizability[2][2],units,L^3
electric_polarizability[2][2],value,3.600575e+00
electric_polarizability[2][2],std_dev,9.233267e-02
electric_polarizability_eigenvalues[0],units,L^3
electric_polarizability_eigenvalues[0],value,3.503203e+00
electric_polarizability_eigenvalues[0],std_dev,9.385571e-02
electric_polarizability_eigenvalues[1],units,L^3
electric_polarizability_eigenvalues[1],value,3.599671e+00
electric_polarizability_eigenvalues[1],std_dev,9.257228e-02
electric_polarizability_eigenvalues[2],units,L^3
electric_polarizability_eigenvalues[2],value,3.774202e+00
electric_polarizability_eigenvalues[2],std_dev,9.359304e-02
mean_electric_polarizability,units,L^3
mean_electric_polarizability,value,3.625692e+00
mean_electric_polarizability,std_dev,5.366830e-02
hydrodynamic_radius,units,L
